provincia,zona,titulo,precio_actual,metros,habitaciones,ascensor,planta,baños,cod_distrito,renta_neta_media_por_hogar
madrid,ciudad-lineal,"Piso en calle de San Marcelo, 22, Ventas, Madrid",355000,69,2.0,S,5ª,1,15,46937
madrid,carabanchel,"Piso en calle Cabo Nicolás Mur, San Isidro, Madrid",149000,91,3.0,N,1ª,0,11,3635
madrid,centro,"Piso en calle de Rodas, Lavapiés-Embajadores, Madrid",195000,36,1.0,S,2ª,0,01,44958
madrid,usera,"Piso en calle de Ferroviarios, Almendrales, Madrid",195000,58,1.0,S,BAJO,0,12,34651
madrid,tetuan,"Dúplex en Bellas Vistas, Madrid",715000,140,3.0,S,2ª,0,06,45762
madrid,arganzuela,"Piso en Mazarredo, 18, Imperial, Madrid",1257000,135,3.0,S,3ª,0,02,52857
madrid,barrio-de-salamanca,"Piso en calle de Núñez de Balboa, Recoletos, Madrid",830000,81,1.0,S,6ª,0,04,69147
madrid,puente-de-vallecas,"Piso en calle de Rodríguez Espinosa, s/n, Palomeras Bajas, Madrid",70000,43,1.0,N,1ª,0,13,32666
madrid,moncloa,"Chalet adosado en calle de la Isla de Alegranza, 51, Ciudad Universitaria, Madrid",2150000,500,6.0,S,3ª,0,09,71711
madrid,chamberi,"Piso en Blanca de Navarra, 4, Almagro, Madrid",1847800,139,2.0,S,3ª,0,07,65174
madrid,arganzuela,"Piso en calle de Jaime el Conquistador, Chopera, Madrid",509000,90,3.0,S,1ª,2,02,52857
madrid,chamartin,"Chalet adosado en paseo de los Cerezos, Bernabéu-Hispanoamérica, Madrid",1985000,375,5.0,S,2ª,0,05,79274
madrid,usera,"Piso en calle Horizón, 3, Orcasitas, Madrid",275000,80,2.0,S,2ª,0,12,34651
madrid,barrio-de-salamanca,"Piso en calle de Núñez de Balboa, Recoletos, Madrid",1789000,152,2.0,S,2ª,0,04,69147
madrid,barrio-de-salamanca,"Piso en calle del Vizconde de Matamala, 26, Fuente del Berro, Madrid",380000,67,1.0,S,1ª,0,04,69147
madrid,puente-de-vallecas,"Piso en calle Pico de la Maliciosa, Numancia, Madrid",220000,76,3.0,N,2ª,2,13,32666
madrid,villaverde,"Piso en calle de Sáhara, 46, Los Rosales, Madrid",145000,58,2.0,N,1ª,0,17,35011
madrid,barrio-de-salamanca,"Piso en calle de Goya, Goya, Madrid",3600000,379,5.0,S,3ª,0,04,69147
madrid,fuencarral,"Piso en calle de la Isla de Sumatra, 51, Tres Olivos - Valverde, Madrid",330000,92,2.0,N,BAJO,0,08,62385
madrid,retiro,"Piso en calle del Doctor Castelo, Ibiza, Madrid",1295000,124,3.0,S,3ª,0,03,64787
madrid,chamberi,"Piso en calle de Medellín, Trafalgar, Madrid",1200000,130,3.0,S,4ª,0,07,65174
madrid,moratalaz,"Piso en calle del Corregidor Señor de la Elipa, Marroquina, Madrid",152000,55,2.0,N,BAJO,0,14,42823
madrid,barrio-de-salamanca,"Piso en Lista, Madrid",1020000,110,2.0,S,3ª,1,04,69147
madrid,chamartin,"Piso en calle de Marcenado, Ciudad Jardín, Madrid",519000,99,3.0,S,1ª,0,05,79274
madrid,moncloa,"Ático en Aravaca, Madrid",1300000,240,4.0,S,2ª,0,09,71711
madrid,centro,"Piso en calle del Prado, Huertas-Cortes, Madrid",800000,114,2.0,S,2ª,0,01,44958
madrid,carabanchel,"Piso en Buena Vista, Madrid",159000,59,2.0,N,1ª,0,11,3635
madrid,ciudad-lineal,"Piso en calle de Caleruega, 51, Costillares, Madrid",995000,158,4.0,S,16ª,0,15,46937
madrid,chamartin,"Piso en avenida de Pío XII, Castilla, Madrid",550000,80,1.0,S,13ª,1,05,79274
madrid,tetuan,"Piso en calle de Ávila, Cuatro Caminos, Madrid",210000,41,1.0,S,BAJO,0,06,45762
madrid,centro,"Piso en calle Mayor, Palacio, Madrid",1150000,196,4.0,S,2ª,0,01,44958
madrid,moncloa,"Chalet adosado en calle Pilar de Andrade. 23 -, 25, El Plantío, Madrid",887315,279,4.0,S,1ª,0,09,71711
madrid,barrio-de-salamanca,"Piso en calle de Castelló, Castellana, Madrid",1329000,135,2.0,S,1ª,0,04,69147
madrid,centro,"Piso en calle del León, Huertas-Cortes, Madrid",529000,87,3.0,N,2ª,1,01,44958
madrid,barrio-de-salamanca,"Piso en calle de Ayala, Goya, Madrid",2990000,308,5.0,S,4ª,0,04,69147
madrid,chamberi,"Ático en Almagro, Madrid",1390000,110,2.0,S,9ª,0,07,65174
madrid,hortaleza,"Piso en calle Azagra, 14, Pinar del Rey, Madrid",136000,68,1.0,N,3ª,0,16,61472
madrid,hortaleza,"Piso en avenida de Niceto Alcalá Zamora, Sanchinarro, Madrid",600000,105,3.0,S,3ª,0,16,61472
madrid,barrio-de-salamanca,"Piso en calle de Hermosilla, Recoletos, Madrid",6000000,380,5.0,S,4ª,0,04,69147
madrid,barrio-de-salamanca,"Piso en calle de Diego de León, Lista, Madrid",2619000,219,4.0,S,4ª,0,04,69147
madrid,san-blas,"Piso en avenida de Hellín, Hellín, Madrid",128000,59,20.0,N,BAJO,0,20,44468
madrid,arganzuela,"Piso en calle de Segovia, Imperial, Madrid",375000,63,1.0,S,7ª,0,02,52857
madrid,centro,"Estudio en calle de la Princesa, 12, Malasaña-Universidad, Madrid",280000,40,2.0,S,7ª,0,01,44958
madrid,latina,"Piso en calle de Cardenal Mendoza, Puerta del Ángel, Madrid",180000,47,2.0,N,1ª,0,10,38078
madrid,moncloa,"Piso en de Evangelina Sobredo Galanes, s/n, Valdemarín, Madrid",571850,93,1.0,S,BAJO,0,09,71711
madrid,carabanchel,"Piso en calle del General Ricardos, Opañel, Madrid",146990,72,2.0,S,2ª,0,11,3635
madrid,tetuan,"Piso en calle de Tablada, Berruguete, Madrid",545000,90,3.0,S,2ª,2,06,45762
madrid,hortaleza,"Casa o chalet independiente en calle Castillo de Aysa, Conde Orgaz-Piovera, Madrid",5500000,1150,9.0,S,4ª,0,16,61472
madrid,centro,"Ático en calle del León, 10, Huertas-Cortes, Madrid",440000,82,1.0,S,4ª,0,01,44958
madrid,centro,"Dúplex en calle de Embajadores, Lavapiés-Embajadores, Madrid",595000,132,3.0,S,5ª,0,01,44958
madrid,tetuan,"Piso en calle de Villaamil, 41, Berruguete, Madrid",228000,36,2.0,N,4ª,0,06,45762
madrid,moncloa,"Piso en Argüelles, Madrid",520000,57,1.0,S,10ª,0,09,71711
madrid,carabanchel,"Ático en Comillas, Madrid",360000,78,2.0,S,10ª,1,11,3635
madrid,chamberi,"Piso en Alonso Cano, 68, Nuevos Ministerios-Ríos Rosas, Madrid",1565970,162,3.0,S,5ª,0,07,65174
madrid,barrio-de-salamanca,"Piso en calle de Núñez de Balboa, Recoletos, Madrid",1789000,152,2.0,S,2ª,2,04,69147
madrid,hortaleza,"Piso en calle Gustavo Pérez Puig, s/n, Valdebebas - Valdefuentes, Madrid",923100,182,4.0,S,2ª,0,16,61472
madrid,barrio-de-salamanca,"Piso en Recoletos, Madrid",9250000,550,4.0,S,5ª,0,04,69147
madrid,chamartin,"Piso en calle de Pedro de Valdivia, El Viso, Madrid",2300000,265,5.0,S,6ª,0,05,79274
madrid,ciudad-lineal,"Piso en calle de Francisco Madariaga, 16, Pueblo Nuevo, Madrid",230000,68,3.0,N,BAJO,0,15,46937
madrid,retiro,"Piso en calle de Amado Nervo, Niño Jesús, Madrid",1100000,136,3.0,S,BAJO,0,03,64787
madrid,tetuan,"Piso en calle de Bravo Murillo, Cuatro Caminos, Madrid",545000,89,2.0,S,4ª,0,06,45762
madrid,barrio-de-salamanca,"Piso en Recoletos, Madrid",3000000,200,3.0,S,4ª,0,04,69147
madrid,chamartin,"Piso en Nueva España, Madrid",2650000,368,4.0,S,6ª,0,05,79274
madrid,centro,"Piso en calle del Divino Pastor, Malasaña-Universidad, Madrid",360000,45,1.0,S,1ª,0,01,44958
madrid,fuencarral,"Piso en calle Antonio López Aguado, 9, La Paz, Madrid",550000,138,3.0,S,BAJO,2,08,62385
madrid,chamberi,"Piso en calle de Fernando el Católico, Gaztambide, Madrid",420000,56,1.0,S,6ª,0,07,65174
madrid,chamberi,"Piso en calle de Espronceda, Nuevos Ministerios-Ríos Rosas, Madrid",730000,80,2.0,S,4ª,0,07,65174
madrid,tetuan,"Piso en calle de Baracaldo, Valdeacederas, Madrid",270000,83,3.0,N,4ª,0,06,45762
madrid,chamartin,"Ático en avenida del Doctor Arce, El Viso, Madrid",3800000,420,3.0,S,3ª,0,05,79274
madrid,moncloa,"Casa o chalet independiente en calle Lamiaco, El Plantío, Madrid",4000000,1100,6.0,S,BAJO,0,09,71711
madrid,carabanchel,"Piso en Vista Alegre, Madrid",291400,100,4.0,S,BAJO,3,11,3635
madrid,centro,"Piso en calle de Fuencarral, Chueca-Justicia, Madrid",1079000,128,3.0,S,2ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en calle de Ayala, Goya, Madrid",1849000,157,3.0,S,2ª,0,04,69147
madrid,barajas,"Piso en Campo de las Naciones-Corralejos, Madrid",315000,70,1.0,S,BAJO,0,21,58405
madrid,barrio-de-salamanca,"Piso en calle de Lagasca, Recoletos, Madrid",1695000,113,3.0,S,5ª,0,04,69147
madrid,centro,"Piso en Malasaña-Universidad, Madrid",830000,108,2.0,S,3ª,0,01,44958
madrid,hortaleza,"Piso en calle Dulce Chacón, 25, Virgen del Cortijo - Manoteras, Madrid",574000,88,2.0,S,1ª,0,16,61472
madrid,fuencarral,"Piso en calle de Joaquín Lorenzo, Peñagrande, Madrid",622000,89,2.0,N,2ª,0,08,62385
madrid,puente-de-vallecas,"Piso en avenida de Entrevías, 96, Entrevías, Madrid",270000,115,3.0,N,2ª,0,13,32666
madrid,villa-de-vallecas,"Ático en calle la Escuela de Vallecas, 58, Ensanche de Vallecas - La Gavia, Madrid",546000,137,3.0,S,8ª,0,18,39836
madrid,villa-de-vallecas,"Piso en calle de Fuentidueña, Casco Histórico de Vallecas, Madrid",235000,95,1.0,N,BAJO,1,18,39836
madrid,carabanchel,"Piso en calle Moreno, Puerta Bonita, Madrid",350000,92,2.0,S,BAJO,0,11,3635
madrid,retiro,"Piso en Niño Jesús, Madrid",825000,175,3.0,S,10ª,0,03,64787
madrid,tetuan,"Dúplex en calle del Poeta Joan Maragall, Cuatro Caminos, Madrid",2875000,434,6.0,S,10ª,0,06,45762
madrid,tetuan,"Piso en calle de los Jaramagos, Valdeacederas, Madrid",119500,63,3.0,N,3ª,0,06,45762
madrid,usera,"Piso en calle de la Cal, 15, 12 de Octubre-Orcasur, Madrid",418000,74,2.0,S,1ª,0,12,34651
madrid,chamberi,"Ático en calle de García de Paredes, Trafalgar, Madrid",950000,78,2.0,S,6ª,0,07,65174
madrid,villa-de-vallecas,"Ático en de la Democracia, 26, Santa Eugenia, Madrid",455000,87,2.0,S,BAJO,0,18,39836
madrid,barrio-de-salamanca,"Piso en calle del General Oraá, 69, Lista, Madrid",599900,97,2.0,S,BAJO,2,04,69147
madrid,san-blas,"Piso en calle de los Herbolarios, Arcos, Madrid",129000,60,2.0,N,5ª,0,20,44468
madrid,centro,"Ático en calle Imperial, Sol, Madrid",520000,84,1.0,S,5ª,0,01,44958
madrid,arganzuela,"Piso en calle de Juan de Vera, 4, Delicias, Madrid",256400,66,1.0,S,1ª,0,02,52857
madrid,barrio-de-salamanca,"Piso en calle de Lombía, Goya, Madrid",1395000,100,3.0,S,4ª,0,04,69147
madrid,barrio-de-salamanca,"Ático en calle de Tomás López, Goya, Madrid",639000,80,1.0,S,3ª,0,04,69147
madrid,hortaleza,"Piso en Sanchinarro, Madrid",550000,131,2.0,S,1ª,2,16,61472
madrid,barrio-de-salamanca,"Ático en calle de Don Ramón de la Cruz, Goya, Madrid",2200000,170,3.0,S,8ª,0,04,69147
madrid,carabanchel,"Piso en Opañel, Madrid",218000,72,3.0,N,1ª,0,11,3635
madrid,centro,"Piso en calle del Marqués de la Ensenada, Chueca-Justicia, Madrid",395000,41,1.0,S,2ª,0,01,44958
madrid,barajas,"Piso en Alameda de Osuna, Madrid",540000,121,3.0,S,3ª,0,21,58405
madrid,retiro,"Dúplex en Jerónimos, Madrid",2100000,131,3.0,S,6ª,0,03,64787
madrid,chamberi,"Piso en calle Santa Engracia, 96, Almagro, Madrid",810431,75,1.0,S,5ª,0,07,65174
madrid,centro,"Piso en calle de San Bernardo, Malasaña-Universidad, Madrid",1823000,278,9.0,S,2ª,0,01,44958
madrid,usera,"Piso en calle de Mariano Vela, Moscardó, Madrid",225000,69,2.0,N,3ª,0,12,34651
madrid,barrio-de-salamanca,"Piso en calle de Francisco Silvela, Guindalera, Madrid",969000,165,5.0,S,6ª,0,04,69147
madrid,carabanchel,"Piso en calle Gómez de Arteche, s/n, Buena Vista, Madrid",152000,63,2.0,N,1ª,1,11,3635
madrid,carabanchel,"Piso en calle Lola de Membrives, Opañel, Madrid",230000,75,3.0,S,BAJO,0,11,3635
madrid,hortaleza,"Piso en calle de Mesena, 82, Pinar del Rey, Madrid",895300,119,2.0,S,2ª,0,16,61472
madrid,centro,"Piso en Sol, Madrid",399000,62,1.0,S,2ª,0,01,44958
madrid,fuencarral,"Ático en calle San Juan de Ortega, Las Tablas, Madrid",1198500,244,4.0,S,6ª,0,08,62385
madrid,villaverde,"Piso en calle Escandón, Villaverde Alto, Madrid",200000,75,3.0,N,2ª,0,17,35011
madrid,barrio-de-salamanca,"Piso en calle del Príncipe de Vergara, Goya, Madrid",1720000,175,2.0,S,1ª,0,04,69147
madrid,villaverde,"Piso en avenida Real de Pinto, 55, Villaverde Alto, Madrid",220000,106,3.0,S,1ª,0,17,35011
madrid,centro,"Piso en calle de Arrieta, Palacio, Madrid",500000,110,3.0,S,1ª,0,01,44958
madrid,chamberi,"Piso en calle de Fernández de los Ríos, 68, Gaztambide, Madrid",525000,63,2.0,S,1ª,0,07,65174
madrid,fuencarral,"Casa o chalet independiente en Peñagrande, Madrid",1240000,601,9.0,S,1ª,0,08,62385
madrid,carabanchel,"Piso en calle de las Flautas, 46, Pau de Carabanchel, Madrid",315000,80,2.0,S,1ª,2,11,3635
madrid,latina,"Chalet pareado en calle de Vainilla, Campamento, Madrid",680000,196,4.0,S,2ª,2,10,38078
madrid,fuencarral,"Chalet pareado en Peñagrande, Madrid",1695000,492,5.0,S,2ª,0,08,62385
madrid,moncloa,"Piso en calle del Carril de los Caleros, Aravaca, Madrid",1335000,291,3.0,S,2ª,3,09,71711
madrid,centro,"Piso en calle de la Paz, Sol, Madrid",696000,104,4.0,N,2ª,0,01,44958
madrid,arganzuela,"Piso en calle de Segovia, Imperial, Madrid",310000,50,1.0,N,2ª,0,02,52857
madrid,retiro,"Piso en Niño Jesús, Madrid",1565000,237,4.0,S,4ª,0,03,64787
madrid,moncloa,"Casa o chalet independiente en avenida Osa Mayor, 189, Aravaca, Madrid",2750000,1240,16.0,S,1ª,0,09,71711
madrid,arganzuela,"Piso en paseo de las Delicias, 42, Palos de la Frontera, Madrid",1250000,232,4.0,S,1ª,0,02,52857
madrid,chamartin,"Ático en calle de Víctor de la Serna, Bernabéu-Hispanoamérica, Madrid",365000,56,1.0,S,1ª,0,05,79274
madrid,arganzuela,"Piso en calle del Labrador, Acacias, Madrid",447000,84,2.0,N,1ª,0,02,52857
madrid,chamberi,"Ático en calle de Fernando el Católico, Gaztambide, Madrid",360000,40,1.0,N,5ª,1,07,65174
madrid,puente-de-vallecas,"Chalet adosado en calle de Vedra, Entrevías, Madrid",280000,100,3.0,S,1ª,0,13,32666
madrid,centro,"Piso en calle de San Pedro, Huertas-Cortes, Madrid",349000,45,1.0,S,1ª,0,01,44958
madrid,tetuan,"Piso en calle de Castilla, 21, Bellas Vistas, Madrid",385000,76,3.0,S,2ª,0,06,45762
madrid,ciudad-lineal,"Piso en calle de Alcalá, Pueblo Nuevo, Madrid",249000,59,2.0,S,1ª,0,15,46937
madrid,tetuan,"Piso en calle de Tenerife, 40, Bellas Vistas, Madrid",398000,86,3.0,S,1ª,0,06,45762
madrid,chamberi,"Piso en calle de Blasco de Garay, 84, Arapiles, Madrid",650000,93,3.0,S,1ª,1,07,65174
madrid,centro,"Piso en calle de la Espada, 4, Lavapiés-Embajadores, Madrid",1000000,125,3.0,S,2ª,0,01,44958
madrid,retiro,"Piso en avenida de Menéndez Pelayo, Pacífico, Madrid",260000,42,1.0,S,1ª,0,03,64787
madrid,hortaleza,"Piso en calle Dulce Chacón, 25, Virgen del Cortijo - Manoteras, Madrid",777000,136,3.0,S,3ª,0,16,61472
madrid,chamberi,"Piso en calle de Bravo Murillo, 28, Trafalgar, Madrid",1100000,162,4.0,S,2ª,0,07,65174
madrid,carabanchel,"Piso en avenida de la Peseta, Pau de Carabanchel, Madrid",420000,142,3.0,S,2ª,0,11,3635
madrid,retiro,"Piso en Jerónimos, Madrid",6950000,405,4.0,S,2ª,0,03,64787
madrid,villa-de-vallecas,"Piso en calle del Puerto de Pozazal, 35, Ensanche de Vallecas - La Gavia, Madrid",189000,98,2.0,S,1ª,0,18,39836
madrid,latina,"Piso en Campamento, Madrid",299000,98,5.0,N,BAJO,4,10,38078
madrid,carabanchel,"Piso en calle de Belzunegui, Puerta Bonita, Madrid",119000,65,2.0,N,BAJO,0,11,3635
madrid,hortaleza,"Piso en calle Gustavo Pérez Puig, s/n, Valdebebas - Valdefuentes, Madrid",929680,185,4.0,S,2ª,0,16,61472
madrid,retiro,"Piso en Niño Jesús, Madrid",1050000,199,3.0,S,BAJO,0,03,64787
madrid,retiro,"Piso en calle de Valenzuela, Jerónimos, Madrid",3600000,236,4.0,S,1ª,0,03,64787
madrid,san-blas,"Ático en calle de San Romualdo, Simancas, Madrid",420000,117,2.0,S,7ª,2,20,44468
madrid,puente-de-vallecas,"Piso en calle de Cártama, Palomeras sureste, Madrid",81100,60,3.0,N,4ª,1,13,32666
madrid,retiro,"Piso en Pacífico, Madrid",310000,40,2.0,S,4ª,1,03,64787
madrid,hortaleza,"Casa o chalet independiente en Conde Orgaz-Piovera, Madrid",1850000,390,7.0,S,4ª,0,16,61472
madrid,villaverde,"Piso en calle del Bario, 18, Butarque, Madrid",221200,85,3.0,S,4ª,0,17,35011
madrid,villaverde,"Piso en calle de José del Pino Jiménez, Villaverde Alto, Madrid",151000,70,2.0,N,BAJO,0,17,35011
madrid,centro,"Piso en calle de Fomento, Palacio, Madrid",335000,34,1.0,S,BAJO,1,01,44958
madrid,chamartin,"Piso en Nueva España, Madrid",2100000,275,5.0,S,5ª,0,05,79274
madrid,carabanchel,"Dúplex en Pau de Carabanchel, Madrid",195000,95,1.0,S,BAJO,0,11,3635
madrid,carabanchel,"Piso en calle Besolla, Abrantes, Madrid",230000,113,4.0,S,3ª,2,11,3635
madrid,chamartin,"Ático en El Viso, Madrid",3190000,325,5.0,S,7ª,0,05,79274
madrid,barrio-de-salamanca,"Piso en Lista, Madrid",1750000,208,4.0,S,4ª,1,04,69147
madrid,hortaleza,"Piso en Sanchinarro, Madrid",249900,67,1.0,S,1ª,0,16,61472
madrid,barajas,"Dúplex en calle Catamarán, Alameda de Osuna, Madrid",630000,118,2.0,S,4ª,2,21,58405
madrid,barrio-de-salamanca,"Piso en calle de Francisco Silvela, Lista, Madrid",395000,80,2.0,S,BAJO,0,04,69147
madrid,tetuan,"Estudio en calle de Berruguete, 67, Berruguete, Madrid",220000,46,1.0,N,BAJO,0,06,45762
madrid,carabanchel,"Piso en calle Teniente Ochoa Olalla, 2, San Isidro, Madrid",183800,64,1.0,S,1ª,0,11,3635
madrid,san-blas,"Piso en calle de la Cerrajería, Amposta, Madrid",86000,54,2.0,N,1ª,0,20,44468
madrid,puente-de-vallecas,"Piso en calle de Alcalá de Guadaíra, Palomeras Bajas, Madrid",235000,60,2.0,N,1ª,0,13,32666
madrid,barrio-de-salamanca,"Piso en calle de Ayala, Goya, Madrid",2630000,306,5.0,S,4ª,0,04,69147
madrid,centro,"Piso en calle del Pez, 12, Malasaña-Universidad, Madrid",830000,101,2.0,S,3ª,0,01,44958
madrid,centro,"Piso en calle de la Colegiata, Lavapiés-Embajadores, Madrid",265000,55,1.0,S,BAJO,0,01,44958
madrid,vicalvaro,"Piso en calle Casa de Tilly, 33, El Cañaveral, Madrid",474000,114,3.0,S,BAJO,0,19,4287
madrid,tetuan,"Piso en Valdeacederas, Madrid",241000,75,2.0,N,4ª,0,06,45762
madrid,arganzuela,"Piso en Delicias, Madrid",1177000,196,4.0,S,5ª,0,02,52857
madrid,puente-de-vallecas,"Piso en calle de Membezar, Entrevías, Madrid",159000,70,3.0,N,1ª,1,13,32666
madrid,chamartin,"Dúplex en El Viso, Madrid",9500000,462,3.0,S,14ª,3,05,79274
madrid,chamberi,"Piso en avenida de Filipinas, Vallehermoso, Madrid",820000,83,3.0,N,3ª,2,07,65174
madrid,ciudad-lineal,"Piso en calle Virgen de la Monjia, 3, Concepción, Madrid",459900,85,2.0,S,4ª,0,15,46937
madrid,chamartin,"Piso en plaza de la República Argentina, 8, El Viso, Madrid",940000,65,1.0,S,3ª,0,05,79274
madrid,chamberi,"Piso en calle de Bretón de los Herreros, Nuevos Ministerios-Ríos Rosas, Madrid",756000,133,4.0,S,5ª,0,07,65174
madrid,latina,"Chalet adosado en Los Cármenes, Madrid",538450,220,6.0,S,4ª,0,10,38078
madrid,barrio-de-salamanca,"Piso en calle del General Pardiñas, Goya, Madrid",1250000,106,2.0,S,4ª,0,04,69147
madrid,puente-de-vallecas,"Piso en calle de San Claudio, Palomeras sureste, Madrid",175000,64,3.0,N,BAJO,0,13,32666
madrid,centro,"Dúplex en calle de Vergara, Palacio, Madrid",286000,40,1.0,S,BAJO,0,01,44958
madrid,moncloa,"Piso en calle Ana Teresa, 1, Aravaca, Madrid",1420000,171,2.0,S,2ª,0,09,71711
madrid,moratalaz,"Piso en calle Pico de los Artilleros, Vinateros, Madrid",174000,44,1.0,S,BAJO,0,14,42823
madrid,carabanchel,"Piso en calle Almendralejo, San Isidro, Madrid",179500,67,2.0,S,2ª,1,11,3635
madrid,ciudad-lineal,"Ático en Costillares, Madrid",1790000,261,3.0,S,13ª,0,15,46937
madrid,vicalvaro,"Piso en vereda de la Cebolla, s/n, El Cañaveral, Madrid",456900,105,3.0,S,6ª,0,19,4287
madrid,moncloa,"Piso en calle de Ilustración, Argüelles, Madrid",690000,159,6.0,S,BAJO,2,09,71711
madrid,carabanchel,"Piso en calle de Mercedes Arteaga, s/n, Opañel, Madrid",140000,69,2.0,N,4ª,0,11,3635
madrid,barrio-de-salamanca,"Piso en calle del General Díaz Porlier, Goya, Madrid",1600000,155,5.0,S,3ª,2,04,69147
madrid,chamberi,"Piso en Nuevos Ministerios-Ríos Rosas, Madrid",1325000,146,4.0,S,7ª,0,07,65174
madrid,villa-de-vallecas,"Dúplex en calle Cerro del Murmullo, Ensanche de Vallecas - La Gavia, Madrid",195000,80,1.0,S,BAJO,0,18,39836
madrid,arganzuela,"Piso en paseo de Santa María de la Cabeza, Palos de la Frontera, Madrid",295000,35,2.0,S,2ª,0,02,52857
madrid,centro,"Piso en plaza de la Cruz Verde, Palacio, Madrid",780000,125,2.0,S,4ª,2,01,44958
madrid,moncloa,"Casa o chalet independiente en calle de Amorebieta, El Plantío, Madrid",2900000,1768,7.0,S,4ª,0,09,71711
madrid,retiro,"Piso en Sainz De Baranda, 53, Niño Jesús, Madrid",780000,121,3.0,S,4ª,2,03,64787
madrid,barrio-de-salamanca,"Piso en calle de Alcántara, Goya, Madrid",1735000,164,3.0,S,5ª,0,04,69147
madrid,fuencarral,"Piso en plaza de Ribadeo, 4, Pilar, Madrid",126800,53,1.0,S,10ª,0,08,62385
madrid,barrio-de-salamanca,"Piso en calle de Goya, Goya, Madrid",3600000,379,5.0,S,1ª,5,04,69147
madrid,centro,"Piso en calle del Mesón de Paredes, Lavapiés-Embajadores, Madrid",545000,112,3.0,S,1ª,2,01,44958
madrid,hortaleza,"Piso en Palomas, Madrid",855000,251,5.0,S,1ª,0,16,61472
madrid,moncloa,"Dúplex en Valdemarín, Madrid",1450000,340,5.0,S,2ª,0,09,71711
madrid,barrio-de-salamanca,"Piso en calle de Hermosilla, Fuente del Berro, Madrid",550000,115,3.0,S,1ª,0,04,69147
madrid,hortaleza,"Chalet adosado en Palomas, Madrid",1595000,305,5.0,S,1ª,0,16,61472
madrid,ciudad-lineal,"Piso en calle Gandhi, Pueblo Nuevo, Madrid",290000,85,3.0,S,1ª,0,15,46937
madrid,moncloa,"Piso en calle de Aguarón, 31, Valdemarín, Madrid",795000,121,2.0,S,2ª,1,09,71711
madrid,barrio-de-salamanca,"Piso en Recoletos, Madrid",1300000,120,3.0,S,3ª,0,04,69147
madrid,centro,"Piso en Chueca-Justicia, Madrid",1990000,235,5.0,S,2ª,0,01,44958
madrid,centro,"Piso en calle del Marqués de Santa Ana, Malasaña-Universidad, Madrid",315000,35,1.0,N,4ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en calle del Príncipe de Vergara, 71, Castellana, Madrid",2469000,223,4.0,S,1ª,4,04,69147
madrid,carabanchel,"Piso en calle del Gorrión, San Isidro, Madrid",820000,157,3.0,S,5ª,0,11,3635
madrid,villa-de-vallecas,"Ático en avenida de la Gran Vía del Sureste, 31, Ensanche de Vallecas - La Gavia, Madrid",298000,62,1.0,S,7ª,0,18,39836
madrid,centro,"Piso en Palacio, Madrid",725000,113,3.0,N,5ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en Recoletos, Madrid",3750000,237,4.0,S,1ª,0,04,69147
madrid,centro,"Ático en calle de la Paz, Sol, Madrid",279000,49,3.0,N,6ª,0,01,44958
madrid,chamberi,"Piso en Almagro, Madrid",3400000,386,4.0,S,5ª,0,07,65174
madrid,centro,"Piso en calle de los Libreros, Malasaña-Universidad, Madrid",660000,85,2.0,S,4ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en Goya, Madrid",1150000,216,5.0,S,1ª,0,04,69147
madrid,usera,"Piso en avenida del Manzanares, Moscardó, Madrid",179000,46,1.0,S,11ª,0,12,34651
madrid,tetuan,"Piso en calle de Bravo Murillo, 213 ---- bis, Berruguete, Madrid",299000,123,4.0,S,2ª,0,06,45762
madrid,carabanchel,"Piso en calle San David, s/n, Comillas, Madrid",530000,120,3.0,S,10ª,0,11,3635
madrid,fuencarral,"Piso en calle del Doctor Juan José López Ibor, Peñagrande, Madrid",649000,99,2.0,S,BAJO,0,08,62385
madrid,hortaleza,"Chalet adosado en ronda de Cala Basa, Conde Orgaz-Piovera, Madrid",4350000,666,5.0,S,BAJO,1,16,61472
madrid,villaverde,"Piso en Los Rosales, Madrid",93400,62,3.0,S,BAJO,1,17,35011
madrid,carabanchel,"Piso en calle Alfredo Aleix, Buena Vista, Madrid",185000,55,2.0,N,BAJO,0,11,3635
madrid,fuencarral,"Piso en avenida del Monasterio de El Escorial, Montecarmelo, Madrid",650000,150,3.0,S,3ª,2,08,62385
madrid,chamartin,"Piso en Nueva España, Madrid",1580000,175,2.0,S,BAJO,0,05,79274
madrid,chamartin,"Casa o chalet independiente en Nueva España, Madrid",3800000,578,7.0,S,4ª,0,05,79274
madrid,san-blas,"Piso en calle Zamenhof, 22, Salvador, Madrid",755000,74,2.0,S,4ª,0,20,44468
madrid,moncloa,"Piso en calle de Ilustración, Argüelles, Madrid",649000,92,3.0,S,1ª,1,09,71711
madrid,centro,"Piso en calle de San Pedro, Huertas-Cortes, Madrid",349000,42,1.0,S,1ª,0,01,44958
madrid,hortaleza,"Dúplex en calle de Trefacio, Canillas, Madrid",275000,70,2.0,S,BAJO,0,16,61472
madrid,fuencarral,"Ático en Arroyo del Fresno, Madrid",1450000,346,5.0,S,4ª,0,08,62385
madrid,latina,"Piso en Aluche, Madrid",102000,77,3.0,N,1ª,1,10,38078
