provincia,zona,titulo,precio_actual,metros,habitaciones,ascensor,planta,baños,cod_distrito,renta_neta_media_por_hogar
madrid,moncloa,"Casa o chalet independiente en Horche, 3, Aravaca, Madrid",3650000,754,5.0,S,7ª,6,09,71711
madrid,tetuan,"Piso en Ventilla-Almenara, Madrid",950000,155,3.0,S,7ª,0,06,45762
madrid,chamberi,"Piso en Almagro, Madrid",1800000,157,3.0,S,5ª,0,07,65174
madrid,barrio-de-salamanca,"Chalet en Fuente del Berro, Madrid",2350000,239,5.0,S,3ª,0,04,69147
madrid,chamberi,"Piso en Almagro, Madrid",2300000,235,3.0,S,3ª,0,07,65174
madrid,barrio-de-salamanca,"Piso en calle de Serrano, Recoletos, Madrid",5000000,250,3.0,S,2ª,0,04,69147
madrid,ciudad-lineal,"Piso en Concepción, Madrid",220000,66,2.0,S,BAJO,1,15,46937
madrid,ciudad-lineal,"Piso en calle de Siena, Quintana, Madrid",195000,45,1.0,S,BAJO,1,15,46937
madrid,moncloa,"Chalet adosado en Aravaca, Madrid",1200000,254,4.0,S,6ª,1,09,71711
madrid,barrio-de-salamanca,"Piso en Goya, Madrid",1275000,182,4.0,S,6ª,0,04,69147
madrid,retiro,"Piso en Ibiza, Madrid",1200000,125,2.0,S,5ª,0,03,64787
madrid,chamartin,"Piso en Ciudad Jardín, Madrid",990000,155,4.0,S,4ª,0,05,79274
madrid,barrio-de-salamanca,"Piso en calle de Núñez de Balboa, Castellana, Madrid",2800000,254,2.0,S,4ª,0,04,69147
madrid,centro,"Piso en calle de Arganzuela, Lavapiés-Embajadores, Madrid",530000,56,1.0,N,3ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en Recoletos, Madrid",2900000,210,4.0,S,5ª,0,04,69147
madrid,tetuan,"Ático en calle Francisco Salas, 25, Bellas Vistas, Madrid",560000,98,1.0,S,3ª,0,06,45762
madrid,centro,"Piso en Carrera de San Jerónimo, 12, Sol, Madrid",989000,112,3.0,S,2ª,3,01,44958
madrid,centro,"Piso en calle de Fuencarral, Chueca-Justicia, Madrid",1079000,128,3.0,N,2ª,0,01,44958
madrid,chamartin,"Ático en calle de Bolivia, Bernabéu-Hispanoamérica, Madrid",1500000,223,5.0,S,7ª,0,05,79274
madrid,centro,"Piso en calle de la Torrecilla del Leal, 23, Lavapiés-Embajadores, Madrid",205000,30,1.0,N,1ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en calle de Castelló, Castellana, Madrid",1329000,114,2.0,S,1ª,0,04,69147
madrid,usera,"Piso en calle de Ramón Luján, Moscardó, Madrid",185000,68,1.0,N,3ª,0,12,34651
madrid,hortaleza,"Ático en calle Rafael Vega, 7, 9, Canillas, Madrid",407000,66,1.0,S,3ª,0,16,61472
madrid,fuencarral,"Chalet adosado en Peñagrande, Madrid",1450000,585,5.0,N,1ª,0,08,62385
madrid,barrio-de-salamanca,"Piso en calle de Lagasca, Castellana, Madrid",2000000,241,4.0,N,1ª,0,04,69147
madrid,hortaleza,"Piso en Conde de las Posadas, 2, Palomas, Madrid",769000,149,3.0,S,1ª,0,16,61472
madrid,barrio-de-salamanca,"Piso en calle de Ayala, 43, Recoletos, Madrid",899999,169,3.0,S,BAJO,0,04,69147
madrid,centro,"Piso en plaza de Santa Ana, Huertas-Cortes, Madrid",820000,98,2.0,S,4ª,0,01,44958
madrid,fuencarral,"Piso en La Paz, Madrid",560000,149,3.0,S,BAJO,0,08,62385
madrid,chamartin,"Piso en Nueva España, Madrid",1860000,250,6.0,S,BAJO,2,05,79274
madrid,tetuan,"Piso en Valdeacederas, Madrid",355000,136,2.0,S,ENTREPLANTA,0,06,45762
madrid,barrio-de-salamanca,"Piso en Guindalera, Madrid",347000,72,2.0,S,BAJO,0,04,69147
madrid,carabanchel,"Piso en calle de las Trompas, 22, Pau de Carabanchel, Madrid",242000,55,1.0,S,6ª,0,11,3635
madrid,centro,"Piso en calle de la Amnistía, 12, Palacio, Madrid",2800000,220,3.0,S,1ª,0,01,44958
madrid,villaverde,"Piso en Arroyo Bueno, 1, Villaverde Alto, Madrid",365000,114,3.0,S,1ª,0,17,35011
madrid,chamberi,"Piso en calle de Feijóo, Trafalgar, Madrid",120400,46,2.0,N,SÓTANO,0,07,65174
madrid,ciudad-lineal,"Piso en calle de Sambara, Quintana, Madrid",143000,56,2.0,N,BAJO,0,15,46937
madrid,chamberi,"Piso en calle de Alenza, Nuevos Ministerios-Ríos Rosas, Madrid",895000,137,4.0,S,5ª,0,07,65174
madrid,centro,"Piso en calle del Mediodía Chica, Palacio, Madrid",349000,54,2.0,N,2ª,0,01,44958
madrid,puente-de-vallecas,"Piso en calle del Doctor Bellido, San Diego, Madrid",90000,28,1.0,N,BAJO,0,13,32666
madrid,carabanchel,"Piso en plaza Valle de Oro, Opañel, Madrid",240000,71,3.0,N,2ª,0,11,3635
madrid,chamartin,"Chalet adosado en paseo de La Habana, Nueva España, Madrid",2950000,430,6.0,N,2ª,0,05,79274
madrid,villa-de-vallecas,"Piso en calle Puerto de Porzuna, Casco Histórico de Vallecas, Madrid",135000,55,2.0,N,2ª,0,18,39836
madrid,tetuan,"Piso en calle de la Guzmania, Valdeacederas, Madrid",199000,36,1.0,N,2ª,1,06,45762
madrid,retiro,"Piso en calle de Granada, Pacífico, Madrid",320000,53,1.0,S,3ª,0,03,64787
madrid,barrio-de-salamanca,"Piso en Castellana, Madrid",1200000,140,3.0,S,7ª,0,04,69147
madrid,moncloa,"Casa o chalet independiente en avenida de Fuentelarreina, Ciudad Universitaria, Madrid",2200000,510,6.0,S,1ª,0,09,71711
madrid,san-blas,"Piso en avenida Séptima, Rejas, Madrid",340000,108,3.0,S,1ª,0,20,44468
madrid,retiro,"Piso en calle de Alberto Bosch, Jerónimos, Madrid",2500000,227,3.0,S,1ª,0,03,64787
madrid,barrio-de-salamanca,"Ático en calle de Maldonado, Lista, Madrid",1555000,145,2.0,S,8ª,0,04,69147
madrid,arganzuela,"Piso en calle de las Cigarreras, Acacias, Madrid",639000,121,3.0,S,1ª,2,02,52857
madrid,tetuan,"Piso en calle Poeta Joan Maragall, 31, Cuzco-Castillejos, Madrid",1500000,269,6.0,S,4ª,2,06,45762
madrid,chamberi,"Ático en Almagro, Madrid",6500000,470,5.0,S,4ª,0,07,65174
madrid,tetuan,"Piso en calle de la Coruña, Cuatro Caminos, Madrid",510000,85,3.0,S,1ª,0,06,45762
madrid,chamartin,"Piso en El Viso, Madrid",859000,105,2.0,S,1ª,0,05,79274
madrid,ciudad-lineal,"Piso en Fernández Caro, 7, Concepción, Madrid",668000,108,2.0,S,1ª,0,15,46937
madrid,chamartin,"Piso en paseo de la Castellana, El Viso, Madrid",1050000,155,6.0,S,1ª,0,05,79274
madrid,fuencarral,"Ático en calle de Valcarlos, 14, Las Tablas, Madrid",720000,135,2.0,S,6ª,0,08,62385
madrid,tetuan,"Piso en calle de Molina, Ventilla-Almenara, Madrid",350000,100,2.0,S,1ª,1,06,45762
madrid,centro,"Piso en calle de Antonio Grilo, Malasaña-Universidad, Madrid",424000,53,2.0,S,1ª,0,01,44958
madrid,barrio-de-salamanca,"Dúplex en Castellana, Madrid",6200000,468,3.0,S,6ª,0,04,69147
madrid,puente-de-vallecas,"Piso en calle de Gregorio Navas, San Diego, Madrid",260000,99,3.0,N,2ª,1,13,32666
madrid,moncloa,"Piso en calle de Juan Álvarez Mendizábal, 21, Argüelles, Madrid",375000,57,1.0,S,5ª,1,09,71711
madrid,puente-de-vallecas,"Piso en calle de Rodríguez Espinosa, Palomeras Bajas, Madrid",70000,40,1.0,N,4ª,0,13,32666
madrid,moratalaz,"Piso en calle del Corregidor Juan de Bobadilla, 31, Vinateros, Madrid",270000,73,3.0,N,4ª,0,14,42823
madrid,puente-de-vallecas,"Ático en Filosofa Simone Well, 10, Numancia, Madrid",459000,159,3.0,S,3ª,2,13,32666
madrid,arganzuela,"Piso en calle de Carmen Cobeña, Acacias, Madrid",379000,76,2.0,S,BAJO,0,02,52857
madrid,puente-de-vallecas,"Piso en calle de Cártama, Palomeras sureste, Madrid",81100,60,3.0,N,2ª,1,13,32666
madrid,latina,"Chalet pareado en calle de Cardencha, 12, Campamento, Madrid",710000,196,3.0,S,2ª,2,10,38078
madrid,hortaleza,"Estudio en calle Manuel Pombo Angulo, 16, Sanchinarro, Madrid",250000,67,2.0,S,2ª,0,16,61472
madrid,puente-de-vallecas,"Piso en calle de la Serena, 2, Entrevías, Madrid",169000,57,2.0,N,BAJO,0,13,32666
madrid,centro,"Piso en calle de Jesús y María, Lavapiés-Embajadores, Madrid",189890,61,3.0,N,BAJO,0,01,44958
madrid,chamberi,"Piso en calle de Zurbano, Almagro, Madrid",1200000,97,2.0,S,5ª,2,07,65174
madrid,barrio-de-salamanca,"Piso en Lista, Madrid",1200000,125,2.0,S,5ª,0,04,69147
madrid,villa-de-vallecas,"Piso en alameda del Valle, 27, Ensanche de Vallecas - La Gavia, Madrid",514500,114,4.0,S,1ª,0,18,39836
madrid,chamartin,"Ático en calle de Alustante, Prosperidad, Madrid",1339000,161,3.0,S,7ª,0,05,79274
madrid,barrio-de-salamanca,"Piso en calle del General Pardiñas, 17, Goya, Madrid",550000,50,1.0,S,6ª,0,04,69147
madrid,retiro,"Casa o chalet independiente en Niño Jesús, Madrid",2150000,220,6.0,S,2ª,0,03,64787
madrid,chamberi,"Piso en calle de Maudes, Nuevos Ministerios-Ríos Rosas, Madrid",1190000,230,3.0,S,4ª,0,07,65174
madrid,hortaleza,"Piso en Sanchinarro, Madrid",575000,104,2.0,S,5ª,0,16,61472
madrid,latina,"Piso en Lucero, Madrid",279000,80,2.0,S,4ª,0,10,38078
madrid,moncloa,"Piso en calle de Altamirano, 10, Argüelles, Madrid",330000,50,1.0,S,BAJO,0,09,71711
madrid,moncloa,"Piso en calle del Carril de los Caleros, 24, Aravaca, Madrid",925000,131,2.0,S,BAJO,0,09,71711
madrid,san-blas,"Piso en avenida de Guadalajara, Arcos, Madrid",285000,88,3.0,S,BAJO,1,20,44468
madrid,centro,"Piso en Palacio, Madrid",3000000,200,2.0,S,3ª,0,01,44958
madrid,barajas,"Chalet adosado en calle Bande, Campo de las Naciones-Corralejos, Madrid",1038000,224,4.0,N,SÓTANO,0,21,58405
madrid,carabanchel,"Piso en Vista Alegre, Madrid",179000,70,2.0,N,SÓTANO,0,11,3635
madrid,chamberi,"Piso en calle de Santa Engracia, Trafalgar, Madrid",835000,90,2.0,S,5ª,0,07,65174
madrid,chamberi,"Piso en Gaztambide, Madrid",1410000,277,5.0,S,3ª,3,07,65174
madrid,tetuan,"Piso en calle de los Algodonales, Berruguete, Madrid",254990,120,3.0,N,1ª,0,06,45762
madrid,barrio-de-salamanca,"Piso en calle Lagasca, Recoletos, Madrid",3450000,203,4.0,S,1ª,0,04,69147
madrid,tetuan,"Piso en calle de Francos Rodríguez, Berruguete, Madrid",180000,39,1.0,N,BAJO,0,06,45762
madrid,retiro,"Piso en avenida de la Ciudad de Barcelona, 138, Pacífico, Madrid",640000,107,2.0,S,1ª,0,03,64787
madrid,barrio-de-salamanca,"Piso en Recoletos, Madrid",2680000,215,4.0,N,5ª,0,04,69147
madrid,usera,"Ático en calle de Antonio Salvador, 15, Almendrales, Madrid",190000,41,3.0,N,3ª,0,12,34651
madrid,centro,"Piso en calle de la Cava Baja, 32, Palacio, Madrid",824990,156,3.0,N,3ª,2,01,44958
madrid,villa-de-vallecas,"Piso en calle Altos de Lillo, Casco Histórico de Vallecas, Madrid",147900,53,2.0,N,2ª,1,18,39836
madrid,moncloa,"Piso en calle de Benito Gutiérrez, Argüelles, Madrid",790000,130,4.0,S,2ª,2,09,71711
madrid,centro,"Piso en calle de la Montera, Sol, Madrid",919000,112,3.0,S,3ª,3,01,44958
madrid,latina,"Piso en calle de la Alhambra, s/n, Lucero, Madrid",118000,50,1.0,N,BAJO,0,10,38078
madrid,barrio-de-salamanca,"Piso en avenida de los Toreros, 22, Guindalera, Madrid",230000,30,1.0,S,BAJO,0,04,69147
madrid,barrio-de-salamanca,"Ático en Lista, Madrid",2100000,185,4.0,S,7ª,0,04,69147
madrid,centro,"Piso en Malasaña-Universidad, Madrid",340000,34,1.0,S,2ª,0,01,44958
madrid,hortaleza,"Piso en calle de Mesena, 80, Pinar del Rey, Madrid",1447500,309,4.0,S,BAJO,0,16,61472
madrid,vicalvaro,"Piso en Los Ahijones, Madrid",249000,65,1.0,S,1ª,0,19,4287
madrid,villaverde,"Piso en camino Leganés, 8, Villaverde Alto, Madrid",175000,65,1.0,N,1ª,1,17,35011
madrid,villa-de-vallecas,"Piso en Casco Histórico de Vallecas, Madrid",180000,53,2.0,S,2ª,1,18,39836
madrid,carabanchel,"Piso en calle Orgaz, Comillas, Madrid",460000,97,3.0,N,2ª,0,11,3635
madrid,hortaleza,"Casa o chalet independiente en ronda Abubilla, Conde Orgaz-Piovera, Madrid",3195000,1250,5.0,S,2ª,0,16,61472
madrid,centro,"Piso en calle del Amparo, Lavapiés-Embajadores, Madrid",399900,68,2.0,S,2ª,0,01,44958
madrid,chamberi,"Piso en calle de Ponzano, Nuevos Ministerios-Ríos Rosas, Madrid",975000,146,4.0,S,1ª,0,07,65174
madrid,barrio-de-salamanca,"Ático en calle de Alcalá, 175, Goya, Madrid",1190000,143,2.0,S,6ª,0,04,69147
madrid,chamartin,"Piso en Nueva España, Madrid",800000,102,3.0,S,4ª,0,05,79274
madrid,chamberi,"Piso en calle de Maudes, Nuevos Ministerios-Ríos Rosas, Madrid",585000,80,2.0,S,BAJO,0,07,65174
madrid,centro,"Dúplex en calle de las Fuentes, Palacio, Madrid",820000,157,2.0,S,2ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en calle de Diego de León, Lista, Madrid",1199000,135,4.0,S,2ª,0,04,69147
madrid,carabanchel,"Piso en calle Durazno, 9, Puerta Bonita, Madrid",317400,74,2.0,S,2ª,2,11,3635
madrid,villaverde,"Piso en calle de Parvillas Altas, Villaverde Alto, Madrid",99500,73,3.0,N,6ª,1,17,35011
madrid,chamberi,"Ático en calle de Andrés Mellado, Gaztambide, Madrid",1350000,145,3.0,S,6ª,0,07,65174
madrid,ciudad-lineal,"Piso en calle de Ezequiel Solana, 116, Pueblo Nuevo, Madrid",245000,50,2.0,N,BAJO,2,15,46937
madrid,san-blas,"Piso en calle de los Hermanos García Noblejas, Amposta, Madrid",345000,104,3.0,S,3ª,0,20,44468
madrid,tetuan,"Piso en Berruguete, Madrid",650000,450,5.0,N,1ª,0,06,45762
madrid,centro,"Estudio en calle del Ventorrillo, Lavapiés-Embajadores, Madrid",370000,40,2.0,S,3ª,0,01,44958
madrid,moncloa,"Casa o chalet independiente en Valdezarza, Madrid",575000,77,2.0,S,2ª,0,09,71711
madrid,chamartin,"Casa o chalet independiente en Nueva España, Madrid",3300000,340,7.0,S,2ª,0,05,79274
madrid,barrio-de-salamanca,"Piso en calle de Lagasca, Castellana, Madrid",1195000,178,3.0,S,2ª,0,04,69147
madrid,retiro,"Piso en calle del Doctor Esquerdo, Adelfas, Madrid",575000,123,5.0,S,2ª,0,03,64787
madrid,centro,"Piso en calle de la Palma, Malasaña-Universidad, Madrid",959000,142,2.0,N,1ª,2,01,44958
madrid,villaverde,"Piso en calle de Benita López, Los Rosales, Madrid",140000,82,3.0,N,2ª,0,17,35011
madrid,retiro,"Piso en Jerónimos, Madrid",2700000,230,2.0,S,BAJO,0,03,64787
madrid,moncloa,"Chalet adosado en El Plantío, Madrid",850000,370,5.0,N,1ª,0,09,71711
madrid,carabanchel,"Piso en calle de Portalegre, Opañel, Madrid",300000,83,3.0,N,1ª,0,11,3635
madrid,fuencarral,"Piso en plaza de Ribadeo, Pilar, Madrid",126800,53,1.0,S,10ª,0,08,62385
madrid,villaverde,"Piso en Villaverde Alto, Madrid",135000,110,3.0,N,6ª,0,17,35011
madrid,barrio-de-salamanca,"Piso en avenida de Bruselas, Guindalera, Madrid",455000,72,2.0,S,BAJO,0,04,69147
madrid,ciudad-lineal,"Piso en José Silva, 17, San Juan Bautista, Madrid",993000,85,2.0,S,6ª,0,15,46937
madrid,ciudad-lineal,"Piso en Pueblo Nuevo, Madrid",460000,99,2.0,S,1ª,0,15,46937
madrid,usera,"Piso en calle Isidra Jiménez, 22, Pradolongo, Madrid",220000,60,2.0,N,1ª,0,12,34651
madrid,san-blas,"Piso en avenida Canillejas, Arcos, Madrid",280000,104,3.0,S,1ª,0,20,44468
madrid,chamberi,"Piso en Trafalgar, Madrid",1190000,140,2.0,S,BAJO,0,07,65174
madrid,chamartin,"Piso en calle de Juan Hurtado de Mendoza, 5, Nueva España, Madrid",475000,50,1.0,S,7ª,1,05,79274
madrid,villaverde,"Piso en calle Eduardo Minguito, Los Rosales, Madrid",152500,75,3.0,N,4ª,0,17,35011
madrid,chamberi,"Piso en calle de carranza, 4, Trafalgar, Madrid",356000,40,1.0,N,4ª,0,07,65174
madrid,moncloa,"Chalet pareado en Aravaca, Madrid",1740000,400,5.0,S,5ª,4,09,71711
madrid,centro,"Ático en calle de Fuencarral, Malasaña-Universidad, Madrid",1030000,67,2.0,S,5ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en Castellana, Madrid",11000000,730,5.0,S,1ª,0,04,69147
madrid,villaverde,"Piso en paseo de los Ferroviarios, 10, Villaverde Alto, Madrid",205000,68,2.0,N,BAJO,0,17,35011
madrid,centro,"Piso en calle de la Palma, Malasaña-Universidad, Madrid",959000,112,2.0,N,1ª,1,01,44958
madrid,centro,"Piso en Huertas-Cortes, Madrid",479900,77,1.0,N,2ª,0,01,44958
madrid,chamartin,"Ático en El Viso, Madrid",2590000,360,6.0,S,10ª,0,05,79274
madrid,arganzuela,"Piso en Mazarredo, 18, Imperial, Madrid",949000,108,3.0,S,1ª,0,02,52857
madrid,barrio-de-salamanca,"Piso en calle de Alcalá, Goya, Madrid",935000,119,3.0,S,5ª,2,04,69147
madrid,retiro,"Ático en Ibiza, Madrid",1790000,220,3.0,S,7ª,0,03,64787
madrid,centro,"Piso en calle de Calatrava, 27, Palacio, Madrid",520000,88,3.0,N,2ª,0,01,44958
madrid,chamartin,"Piso en calle del Príncipe de Vergara, 197, El Viso, Madrid",1150000,110,3.0,S,7ª,0,05,79274
madrid,tetuan,"Piso en Cuzco-Castillejos, Madrid",1449000,201,3.0,S,1ª,0,06,45762
madrid,barrio-de-salamanca,"Piso en de Francisco Silvela, Lista, Madrid",699000,91,3.0,S,5ª,0,04,69147
madrid,moncloa,"Piso en Aravaca, Madrid",720000,139,2.0,S,2ª,2,09,71711
madrid,retiro,"Piso en calle del Alcalde Sainz de Baranda, 19, Ibiza, Madrid",1149000,119,2.0,S,3ª,0,03,64787
madrid,moncloa,"Casa o chalet independiente en Paradores, El Plantío, Madrid",3100000,1500,6.0,N,1ª,0,09,71711
madrid,hortaleza,"Chalet pareado en calle Cacabelos, Valdebebas - Valdefuentes, Madrid",1290000,346,5.0,N,1ª,0,16,61472
madrid,ciudad-lineal,"Piso en calle de San Maximiliano, 9, Ventas, Madrid",359900,75,3.0,N,1ª,1,15,46937
madrid,arganzuela,"Piso en calle de Embajadores, 158, Chopera, Madrid",220000,50,1.0,S,BAJO,0,02,52857
madrid,carabanchel,"Piso en calle Piña, 3, Buena Vista, Madrid",325000,100,4.0,N,BAJO,0,11,3635
madrid,barajas,"Piso en calle de Doña Leonor de Cortina, Casco Histórico de Barajas, Madrid",325000,105,3.0,N,ENTREPLANTA,0,21,58405
madrid,moncloa,"Piso en calle del Carril de los Caleros, Aravaca, Madrid",1335000,157,3.0,S,2ª,0,09,71711
madrid,centro,"Piso en calle del Oso, Lavapiés-Embajadores, Madrid",219000,42,1.0,N,1ª,0,01,44958
madrid,chamartin,"Piso en calle de Clavileño, 42, Ciudad Jardín, Madrid",685000,115,3.0,S,BAJO,0,05,79274
madrid,chamartin,"Piso en calle de Serrano, El Viso, Madrid",1600000,258,4.0,S,2ª,0,05,79274
madrid,villaverde,"Piso en calle de Godella, 132, San Cristóbal, Madrid",138000,62,4.0,N,1ª,0,17,35011
madrid,barrio-de-salamanca,"Piso en Goya, Madrid",2200000,151,3.0,S,1ª,0,04,69147
madrid,fuencarral,"Ático en Las Tablas, Madrid",899000,90,2.0,S,5ª,0,08,62385
madrid,puente-de-vallecas,"Piso en calle Marchamalo, Portazgo, Madrid",260000,82,3.0,S,9ª,0,13,32666
madrid,san-blas,"Ático en calle Zamenhof, 22, Salvador, Madrid",941000,102,3.0,S,3ª,0,20,44468
madrid,centro,"Piso en Huertas-Cortes, Madrid",595000,70,2.0,S,3ª,0,01,44958
madrid,chamberi,"Piso en calle de Vallehermoso, 75, Arapiles, Madrid",635000,88,3.0,S,4ª,1,07,65174
madrid,ciudad-lineal,"Piso en calle de Esteban Mora, San Pascual, Madrid",290000,69,2.0,S,4ª,0,15,46937
madrid,puente-de-vallecas,"Piso en calle Lele del Pozo, Entrevías, Madrid",190000,97,3.0,S,2ª,1,13,32666
madrid,barrio-de-salamanca,"Piso en calle de Jorge Juan, Recoletos, Madrid",1890000,170,3.0,S,4ª,0,04,69147
madrid,puente-de-vallecas,"Chalet adosado en calle de González Soto, Numancia, Madrid",600000,125,4.0,S,5ª,0,13,32666
madrid,villa-de-vallecas,"Dúplex en avenida de la Gran Vía del Sureste, Ensanche de Vallecas - La Gavia, Madrid",216000,50,1.0,S,5ª,0,18,39836
madrid,barrio-de-salamanca,"Piso en Goya, Madrid",850000,149,3.0,S,2ª,0,04,69147
madrid,fuencarral,"Casa o chalet independiente en calle Vellón, 19, Peñagrande, Madrid",490000,65,2.0,S,5ª,1,08,62385
madrid,tetuan,"Ático en Cuatro Caminos, Madrid",389000,100,2.0,S,5ª,1,06,45762
madrid,ciudad-lineal,"Piso en calle de Elfo, Quintana, Madrid",360000,110,3.0,N,1ª,2,15,46937
madrid,carabanchel,"Ático en avenida del Manzanares, Comillas, Madrid",600000,180,3.0,S,6ª,0,11,3635
madrid,latina,"Piso en Lucero, Madrid",127000,63,3.0,S,2ª,0,10,38078
madrid,chamberi,"Piso en Almagro, Madrid",3090000,385,4.0,S,4ª,0,07,65174
madrid,barrio-de-salamanca,"Piso en calle de Diego de León, 51, Castellana, Madrid",380000,92,3.0,S,SÓTANO,1,04,69147
madrid,moratalaz,"Piso en Vinateros, Madrid",325000,131,2.0,N,BAJO,0,14,42823
madrid,villaverde,"Piso en calle de Sáhara, s/n, Los Rosales, Madrid",105000,58,2.0,N,4ª,0,17,35011
madrid,retiro,"Piso en avenida de la Ciudad de Barcelona, 110, Pacífico, Madrid",570000,120,4.0,S,1ª,0,03,64787
madrid,moncloa,"Ático en calle Ardales, Aravaca, Madrid",1300000,232,4.0,S,2ª,0,09,71711
madrid,chamberi,"Estudio en glorieta del General Álvarez de Castro, Trafalgar, Madrid",249000,22,2.0,S,6ª,0,07,65174
madrid,chamberi,"Piso en Vallehermoso, Madrid",976000,144,2.0,S,9ª,0,07,65174
madrid,moncloa,"Piso en calle de Ferraz, 40, Argüelles, Madrid",990000,160,4.0,S,1ª,2,09,71711
madrid,usera,"Piso en calle de Oteiza, San Fermín, Madrid",225000,65,2.0,N,1ª,0,12,34651
madrid,retiro,"Piso en Ibiza, Madrid",1550000,160,3.0,S,5ª,0,03,64787
madrid,ciudad-lineal,"Ático en calle Germán Pérez Carrasco, 40, Quintana, Madrid",519000,55,2.0,S,3ª,0,15,46937
madrid,barrio-de-salamanca,"Piso en Castellana, Madrid",719000,59,2.0,S,3ª,2,04,69147
madrid,centro,"Piso en calle Palma, Malasaña-Universidad, Madrid",959000,142,2.0,N,1ª,2,01,44958
madrid,ciudad-lineal,"Chalet adosado en calle de Manipa, 7, Concepción, Madrid",550000,165,5.0,S,7ª,3,15,46937
madrid,chamberi,"Ático en Almagro, Madrid",2550000,280,5.0,S,7ª,0,07,65174
madrid,tetuan,"Piso en paseo de la Dirección, Berruguete, Madrid",430000,141,2.0,N,BAJO,0,06,45762
madrid,san-blas,"Piso en Rosas, Madrid",399000,88,3.0,S,4ª,0,20,44468
madrid,centro,"Piso en calle de Santa Brígida, Chueca-Justicia, Madrid",780000,101,2.0,S,1ª,0,01,44958
madrid,san-blas,"Piso en calle Musas, Canillejas, Madrid",265000,75,3.0,N,3ª,1,20,44468
madrid,ciudad-lineal,"Chalet adosado en calle Duquesa de Castrejón, Colina, Madrid",1200000,229,5.0,S,3ª,0,15,46937
madrid,barrio-de-salamanca,"Piso en calle de Serrano, Castellana, Madrid",5500000,350,4.0,S,3ª,4,04,69147
madrid,chamberi,"Ático en calle de Zurbano, Almagro, Madrid",2100000,205,4.0,S,7ª,0,07,65174
madrid,barrio-de-salamanca,"Piso en Goya, Madrid",1900000,185,4.0,S,3ª,0,04,69147
madrid,carabanchel,"Piso en Opañel, Madrid",285000,79,2.0,S,2ª,0,11,3635
madrid,arganzuela,"Piso en glorieta Embajadores, 7, Acacias, Madrid",675000,149,4.0,S,4ª,2,02,52857
madrid,tetuan,"Piso en calle Pinos Alta, Valdeacederas, Madrid",241000,71,1.0,N,4ª,0,06,45762
madrid,carabanchel,"Ático en Eugenia de Montijo, 73, Puerta Bonita, Madrid",299630,62,1.0,S,4ª,0,11,3635
madrid,centro,"Piso en calle toledo, Palacio, Madrid",790000,120,4.0,S,3ª,2,01,44958
madrid,latina,"Estudio en calle de la Huerta de Castañeda, 19, Puerta del Ángel, Madrid",149000,32,3.0,N,BAJO,0,10,38078
madrid,fuencarral,"Dúplex en Madre Teresa de Calcuta, Arroyo del Fresno, Madrid",1225000,246,3.0,S,5ª,0,08,62385
madrid,ciudad-lineal,"Piso en calle del Tritón, 7, Colina, Madrid",420000,59,1.0,S,2ª,0,15,46937
madrid,ciudad-lineal,"Dúplex en Colina, Madrid",1750000,280,5.0,S,BAJO,0,15,46937
madrid,chamberi,"Piso en calle de Andrés Mellado, Vallehermoso, Madrid",660000,105,4.0,S,BAJO,0,07,65174
madrid,chamberi,"Piso en calle de Andrés Mellado, Vallehermoso, Madrid",975000,158,4.0,S,1ª,0,07,65174
madrid,tetuan,"Dúplex en Orquideas, 11, Valdeacederas, Madrid",399000,86,2.0,S,BAJO,0,06,45762
madrid,fuencarral,"Piso en calle de Antonio López Aguado, La Paz, Madrid",580000,143,1.0,N,1ª,2,08,62385
madrid,retiro,"Piso en Ibiza, Madrid",1990000,240,4.0,S,7ª,0,03,64787
madrid,tetuan,"Piso en calle de Edgar Neville, Cuatro Caminos, Madrid",750000,119,2.0,S,3ª,0,06,45762
madrid,villaverde,"Piso en calle Arechavaleta, Los Ángeles, Madrid",117000,57,3.0,S,2ª,1,17,35011
madrid,barrio-de-salamanca,"Piso en Guindalera, Madrid",1749000,225,4.0,S,6ª,0,04,69147
madrid,barrio-de-salamanca,"Piso en calle de Hermosilla, Recoletos, Madrid",6450000,530,5.0,N,4ª,0,04,69147
madrid,tetuan,"Piso en paseo de la Castellana, Cuzco-Castillejos, Madrid",850000,134,3.0,S,5ª,0,06,45762
madrid,san-blas,"Piso en Canillejas, Madrid",420000,142,3.0,S,3ª,0,20,44468
madrid,barrio-de-salamanca,"Piso en calle de Núñez de Balboa, Recoletos, Madrid",1480000,150,3.0,S,1ª,0,04,69147
madrid,ciudad-lineal,"Piso en calle de Arturo Soria, Costillares, Madrid",680000,85,1.0,S,BAJO,0,15,46937
madrid,barrio-de-salamanca,"Piso en calle de Castelló, 42, Recoletos, Madrid",2690000,233,3.0,S,ENTREPLANTA,0,04,69147
madrid,hortaleza,"Piso en Canillas, Madrid",620000,96,2.0,S,1ª,0,16,61472
madrid,centro,"Piso en calle del Príncipe, Huertas-Cortes, Madrid",3800000,548,7.0,S,1ª,0,01,44958
madrid,fuencarral,"Piso en Las Tablas, 2, Las Tablas, Madrid",690000,155,3.0,S,1ª,2,08,62385
